Order ID,Customer Name,Order Date,Order State,Order City
ORD0405,Ayush Sharma,2026-04-12,Telangana,Nizamabad
ORD0406,Aditya Tiwari,2026-08-07,Tamil Nadu,Chennai
ORD0407,Neha Gupta,2026-03-23,Gujarat,Rajkot
ORD0408,Pooja Gupta,2026-08-16,Tamil Nadu,Madurai
ORD0409,Vivaan Pandey,2026-06-08,Madhya Pradesh,Indore
ORD0410,Ananya Mishra,2026-06-11,Maharashtra,Pune
ORD0411,Karan Kumar,2026-02-28,Tamil Nadu,Coimbatore
ORD0412,Riya Mishra,2026-01-26,Maharashtra,Nashik
ORD0413,Ananya Pandey,2026-08-12,Tamil Nadu,Madurai
ORD0414,Neha Pandey,2026-02-12,Maharashtra,Nashik
ORD0415,Aditya Kumar,2026-01-12,Rajasthan,Jaipur
ORD0416,Aarav Jain,2026-03-17,Gujarat,Ahmedabad
ORD0417,Simran Sharma,2026-04-21,Gujarat,Vadodara
ORD0418,Priya Singh,2026-05-16,Delhi,New Delhi
ORD0419,Vibhav Verma,2026-06-24,West Bengal,Durgapur
ORD0420,Vibhav Sharma,2026-02-14,Delhi,New Delhi
ORD0421,Aarav Singh,2026-08-11,Maharashtra,Thane
ORD0422,Karan Mehta,2026-06-24,West Bengal,Durgapur
ORD0423,Aarav Srivastava,2026-08-22,Karnataka,Hubli
ORD0424,Rahul Singh,2026-03-01,Telangana,Hyderabad
ORD0425,Rahul Kumar,2026-04-28,Madhya Pradesh,Gwalior
ORD0426,Ayush Verma,2026-08-19,Rajasthan,Jaipur
ORD0427,Nisha Singh,2026-06-23,Madhya Pradesh,Gwalior
ORD0428,Pooja Jain,2026-01-19,Bihar,Patna
ORD0429,Aman Patel,2026-05-31,Madhya Pradesh,Gwalior
ORD0430,Priya Gupta,2026-06-26,Rajasthan,Kota
ORD0431,Shreya Srivastava,2026-08-05,Rajasthan,Kota
ORD0432,Tanya Jain,2026-04-09,Rajasthan,Jodhpur
ORD0433,Arjun Patel,2026-03-02,Madhya Pradesh,Indore
ORD0434,Rohan Pandey,2026-04-02,West Bengal,Durgapur
ORD0435,Arjun Srivastava,2026-06-29,Telangana,Warangal
ORD0436,Aarav Pandey,2026-08-01,Rajasthan,Jaipur
ORD0437,Nisha Tiwari,2026-03-12,Tamil Nadu,Coimbatore
ORD0438,Ananya Yadav,2026-08-10,Uttar Pradesh,Prayagraj
ORD0439,Sakshi Singh,2026-01-13,Tamil Nadu,Madurai
ORD0440,Aditya Srivastava,2026-05-08,Telangana,Nizamabad
ORD0441,Sakshi Mehta,2026-06-05,Rajasthan,Jodhpur
ORD0442,Vibhav Singh,2026-06-12,Gujarat,Surat
ORD0443,Arjun Jain,2026-06-23,Karnataka,Mangalore
ORD0444,Ankit Mehta,2026-08-03,Tamil Nadu,Madurai
ORD0445,Ayush Srivastava,2026-08-20,Delhi,New Delhi
ORD0446,Arjun Patel,2026-01-11,Tamil Nadu,Madurai
ORD0447,Nisha Patel,2026-01-09,Rajasthan,Kota
ORD0448,Vivaan Mishra,2026-07-07,Telangana,Warangal
ORD0449,Simran Yadav,2026-08-21,Delhi,New Delhi
ORD0450,Ayush Mishra,2026-07-11,Rajasthan,Udaipur
ORD0451,Aditya Agarwal,2026-02-21,West Bengal,Kolkata
ORD0452,Vibhav Mishra,2026-05-16,Delhi,New Delhi
ORD0453,Aarav Mehta,2026-08-01,Bihar,Gaya
ORD0454,Neha Mehta,2026-08-22,Delhi,New Delhi
ORD0455,Sneha Verma,2026-07-11,Madhya Pradesh,Gwalior
ORD0456,Neha Mishra,2026-04-30,Gujarat,Ahmedabad
ORD0457,Vibhav Mehta,2026-07-13,Maharashtra,Pune
ORD0458,Pooja Jain,2026-08-05,Karnataka,Hubli
ORD0459,Rahul Yadav,2026-01-24,Bihar,Gaya
ORD0460,Rohan Jain,2026-03-09,West Bengal,Kolkata
ORD0461,Kavya Tiwari,2026-04-27,Bihar,Patna
ORD0462,Aman Srivastava,2026-05-30,Gujarat,Vadodara
ORD0463,Simran Patel,2026-08-29,West Bengal,Durgapur
ORD0464,Sneha Kumar,2026-06-22,Gujarat,Ahmedabad
ORD0465,Neha Mehta,2026-01-07,Karnataka,Hubli
ORD0466,Tanya Srivastava,2026-03-25,Telangana,Nizamabad
ORD0467,Aman Mishra,2026-06-15,Telangana,Hyderabad
ORD0468,Vikash Mehta,2026-08-21,Maharashtra,Nashik
ORD0469,Aditya Pandey,2026-01-30,Rajasthan,Kota
ORD0470,Pooja Singh,2026-01-10,Delhi,New Delhi
ORD0471,Pooja Srivastava,2026-01-30,Rajasthan,Kota
ORD0472,Shreya Tiwari,2026-08-16,Maharashtra,Pune
ORD0473,Ananya Mishra,2026-04-10,Bihar,Patna
ORD0474,Aarav Kumar,2026-06-21,Madhya Pradesh,Gwalior
ORD0475,Riya Gupta,2026-05-31,Bihar,Gaya
ORD0476,Sneha Singh,2026-06-17,Delhi,New Delhi
ORD0477,Priya Patel,2026-06-07,Maharashtra,Nashik
ORD0478,Aman Mishra,2026-01-09,West Bengal,Howrah
ORD0479,Aman Srivastava,2026-04-24,Gujarat,Surat
ORD0480,Sakshi Pandey,2026-08-07,Madhya Pradesh,Bhopal
ORD0481,Simran Sharma,2026-06-25,Gujarat,Ahmedabad
ORD0482,Kavya Singh,2026-01-16,Gujarat,Vadodara
ORD0483,Aditya Singh,2026-02-18,West Bengal,Howrah
ORD0484,Tanya Yadav,2026-01-24,Maharashtra,Nashik
ORD0485,Sneha Agarwal,2026-06-14,Tamil Nadu,Chennai
ORD0486,Vikash Jain,2026-01-06,Tamil Nadu,Madurai
ORD0487,Sneha Tiwari,2026-03-27,Uttar Pradesh,Noida
ORD0488,Sakshi Kumar,2026-07-21,Karnataka,Mysore
ORD0489,Pooja Patel,2026-01-18,Telangana,Hyderabad
ORD0490,Aarav Verma,2026-05-31,Bihar,Patna
ORD0491,Ankit Singh,2026-03-26,Karnataka,Mysore
ORD0492,Ananya Jain,2026-03-12,Delhi,New Delhi
ORD0493,Vikash Pandey,2026-05-19,Delhi,New Delhi
ORD0494,Ayush Srivastava,2026-01-29,Rajasthan,Jodhpur
ORD0495,Priya Kumar,2026-02-03,Tamil Nadu,Chennai
ORD0496,Simran Agarwal,2026-07-22,Uttar Pradesh,Agra
ORD0497,Priya Yadav,2026-01-05,Karnataka,Mangalore
ORD0498,Tanya Agarwal,2026-01-14,Delhi,New Delhi
ORD0499,Riya Mishra,2026-05-15,Delhi,New Delhi
ORD0500,Sakshi Kumar,2026-05-02,Maharashtra,Mumbai
